UserID,TotalEnrollments,UniqueCourses,UniqueCategories,UniqueLevels,ActivitySegment
U02277,1,1,1,1,Low Activity
U02278,1,1,1,1,Low Activity
U02279,1,1,1,1,Low Activity
U02280,2,2,2,2,Low Activity
U02281,1,1,1,1,Low Activity
U02282,1,1,1,1,Low Activity
U02283,1,1,1,1,Low Activity
U02284,13,13,8,3,Very High Activity
U02285,2,2,2,2,Low Activity
U02286,1,1,1,1,Low Activity
U02287,1,1,1,1,Low Activity
U02288,15,15,10,3,Very High Activity
U02289,1,1,1,1,Low Activity
U02290,15,15,10,3,Very High Activity
U02291,2,2,2,1,Low Activity
U02292,1,1,1,1,Low Activity
U02293,1,1,1,1,Low Activity
U02294,1,1,1,1,Low Activity
U02295,1,1,1,1,Low Activity
U02296,1,1,1,1,Low Activity
U02297,1,1,1,1,Low Activity
U02298,1,1,1,1,Low Activity
U02299,2,2,2,1,Low Activity
U02300,15,15,9,3,Very High Activity
U02301,13,13,8,3,Very High Activity
U02302,2,2,2,2,Low Activity
U02303,1,1,1,1,Low Activity
U02304,1,1,1,1,Low Activity
U02305,1,1,1,1,Low Activity
U02306,13,13,9,3,Very High Activity
U02307,1,1,1,1,Low Activity
U02308,1,1,1,1,Low Activity
U02309,3,3,2,1,Moderate Activity
U02310,1,1,1,1,Low Activity
U02311,3,3,2,2,Moderate Activity
U02312,1,1,1,1,Low Activity
U02313,1,1,1,1,Low Activity
U02314,1,1,1,1,Low Activity
U02315,14,14,8,3,Very High Activity
U02316,2,2,2,1,Low Activity
U02317,2,2,2,1,Low Activity
U02318,1,1,1,1,Low Activity
U02319,1,1,1,1,Low Activity
U02320,3,3,3,2,Moderate Activity
U02321,2,2,2,2,Low Activity
U02322,1,1,1,1,Low Activity
U02323,1,1,1,1,Low Activity
U02324,3,3,3,2,Moderate Activity
U02325,1,1,1,1,Low Activity
U02326,2,2,1,2,Low Activity
U02327,1,1,1,1,Low Activity
U02328,3,3,3,2,Moderate Activity
U02329,1,1,1,1,Low Activity
U02330,1,1,1,1,Low Activity
U02331,2,2,2,2,Low Activity
U02332,2,2,2,1,Low Activity
U02333,3,3,3,3,Moderate Activity
U02334,2,2,2,1,Low Activity
U02335,1,1,1,1,Low Activity
U02336,14,14,9,3,Very High Activity
U02337,13,13,6,3,Very High Activity
U02338,1,1,1,1,Low Activity
U02339,1,1,1,1,Low Activity
U02340,2,2,2,2,Low Activity
U02341,13,13,9,3,Very High Activity
U02342,2,2,2,2,Low Activity
U02343,4,4,3,2,Moderate Activity
U02344,14,14,9,3,Very High Activity
U02345,13,13,8,3,Very High Activity
U02346,1,1,1,1,Low Activity
U02347,1,1,1,1,Low Activity
U02348,1,1,1,1,Low Activity
U02349,14,14,9,3,Very High Activity
U02350,2,2,2,1,Low Activity
U02351,2,2,2,1,Low Activity
U02352,3,3,2,2,Moderate Activity
U02353,1,1,1,1,Low Activity
U02354,1,1,1,1,Low Activity
U02355,1,1,1,1,Low Activity
U02356,1,1,1,1,Low Activity
U02357,2,2,2,2,Low Activity
U02358,4,4,4,2,Moderate Activity
U02359,2,2,2,2,Low Activity
U02360,1,1,1,1,Low Activity
U02361,2,2,2,2,Low Activity
U02362,1,1,1,1,Low Activity
U02363,1,1,1,1,Low Activity
U02364,1,1,1,1,Low Activity
U02365,1,1,1,1,Low Activity
U02366,1,1,1,1,Low Activity
U02367,1,1,1,1,Low Activity
U02368,4,4,4,1,Moderate Activity
U02369,2,2,2,2,Low Activity
U02370,14,14,11,3,Very High Activity
U02371,12,12,8,3,Very High Activity
U02372,3,3,3,2,Moderate Activity
U02373,2,2,2,2,Low Activity
U02374,3,3,2,2,Moderate Activity
U02375,1,1,1,1,Low Activity
U02376,1,1,1,1,Low Activity
U02377,2,2,2,2,Low Activity
U02378,1,1,1,1,Low Activity
U02379,2,2,2,1,Low Activity
U02380,3,3,3,2,Moderate Activity
U02381,1,1,1,1,Low Activity
U02382,1,1,1,1,Low Activity
U02383,1,1,1,1,Low Activity
U02384,3,3,3,2,Moderate Activity
U02385,1,1,1,1,Low Activity
U02386,4,4,4,2,Moderate Activity
U02387,1,1,1,1,Low Activity
U02388,1,1,1,1,Low Activity
U02389,2,2,2,1,Low Activity
U02390,2,2,1,2,Low Activity
U02391,1,1,1,1,Low Activity
U02392,2,2,2,2,Low Activity
U02393,1,1,1,1,Low Activity
U02394,1,1,1,1,Low Activity
U02395,3,3,3,2,Moderate Activity
U02396,1,1,1,1,Low Activity
U02397,1,1,1,1,Low Activity
U02398,2,2,2,2,Low Activity
U02399,1,1,1,1,Low Activity
U02400,1,1,1,1,Low Activity
U02401,1,1,1,1,Low Activity
U02402,1,1,1,1,Low Activity
U02403,1,1,1,1,Low Activity
U02404,2,2,2,1,Low Activity
U02405,1,1,1,1,Low Activity
U02406,2,2,2,1,Low Activity
U02407,2,2,2,1,Low Activity
U02408,1,1,1,1,Low Activity
U02409,1,1,1,1,Low Activity
U02410,12,12,10,3,Very High Activity
U02411,1,1,1,1,Low Activity
U02412,1,1,1,1,Low Activity
U02413,2,2,2,2,Low Activity
U02414,3,3,2,2,Moderate Activity
U02415,11,11,7,3,Very High Activity
U02416,1,1,1,1,Low Activity
U02417,1,1,1,1,Low Activity
U02418,1,1,1,1,Low Activity
U02419,1,1,1,1,Low Activity
U02420,1,1,1,1,Low Activity
U02421,1,1,1,1,Low Activity
U02422,1,1,1,1,Low Activity
U02423,2,2,2,2,Low Activity
U02424,1,1,1,1,Low Activity
U02425,2,2,2,1,Low Activity
U02426,1,1,1,1,Low Activity
U02427,15,15,9,3,Very High Activity
U02428,2,2,2,2,Low Activity
U02429,3,3,2,2,Moderate Activity
U02430,1,1,1,1,Low Activity
U02431,1,1,1,1,Low Activity
U02432,15,15,10,3,Very High Activity
U02433,1,1,1,1,Low Activity
U02434,1,1,1,1,Low Activity
U02435,1,1,1,1,Low Activity
U02436,3,3,3,2,Moderate Activity
U02437,1,1,1,1,Low Activity
U02438,1,1,1,1,Low Activity
U02439,1,1,1,1,Low Activity
U02440,1,1,1,1,Low Activity
U02441,1,1,1,1,Low Activity
U02442,1,1,1,1,Low Activity
U02443,2,2,1,1,Low Activity
U02444,1,1,1,1,Low Activity
U02445,14,14,10,3,Very High Activity
U02446,2,2,2,1,Low Activity
U02447,1,1,1,1,Low Activity
U02448,2,2,2,2,Low Activity
U02449,1,1,1,1,Low Activity
U02450,1,1,1,1,Low Activity
U02451,2,2,2,2,Low Activity
U02452,2,2,2,2,Low Activity
U02453,1,1,1,1,Low Activity
U02454,2,2,2,1,Low Activity
U02455,1,1,1,1,Low Activity
U02456,1,1,1,1,Low Activity
U02457,1,1,1,1,Low Activity
U02458,2,2,2,2,Low Activity
U02459,12,12,9,3,Very High Activity
U02460,1,1,1,1,Low Activity
U02461,2,2,2,1,Low Activity
U02462,1,1,1,1,Low Activity
U02463,1,1,1,1,Low Activity
U02464,1,1,1,1,Low Activity
U02465,2,2,2,1,Low Activity
U02466,4,4,4,2,Moderate Activity
U02467,1,1,1,1,Low Activity
U02468,3,3,3,2,Moderate Activity
U02469,2,2,2,1,Low Activity
U02470,13,13,7,3,Very High Activity
U02471,1,1,1,1,Low Activity
U02472,1,1,1,1,Low Activity
U02473,1,1,1,1,Low Activity
U02474,1,1,1,1,Low Activity
U02475,1,1,1,1,Low Activity
U02476,1,1,1,1,Low Activity
U02477,1,1,1,1,Low Activity
U02478,2,2,2,2,Low Activity
U02479,4,4,4,2,Moderate Activity
U02480,1,1,1,1,Low Activity
U02481,1,1,1,1,Low Activity
U02482,2,2,2,2,Low Activity
U02483,1,1,1,1,Low Activity
U02484,4,4,4,3,Moderate Activity
U02485,14,14,8,3,Very High Activity
U02486,2,2,1,2,Low Activity
U02487,1,1,1,1,Low Activity
U02488,1,1,1,1,Low Activity
U02489,1,1,1,1,Low Activity
U02490,13,13,8,3,Very High Activity
U02491,1,1,1,1,Low Activity
U02492,1,1,1,1,Low Activity
U02493,1,1,1,1,Low Activity
U02494,1,1,1,1,Low Activity
U02495,2,2,2,2,Low Activity
U02496,1,1,1,1,Low Activity
U02497,2,2,2,2,Low Activity
U02498,1,1,1,1,Low Activity
U02499,1,1,1,1,Low Activity
U02500,1,1,1,1,Low Activity
U02501,1,1,1,1,Low Activity
U02502,1,1,1,1,Low Activity
U02503,2,2,2,2,Low Activity
U02504,4,4,3,2,Moderate Activity
U02505,1,1,1,1,Low Activity
U02506,1,1,1,1,Low Activity
U02507,1,1,1,1,Low Activity
U02508,1,1,1,1,Low Activity
U02509,3,3,3,2,Moderate Activity
U02510,2,2,2,1,Low Activity
U02511,1,1,1,1,Low Activity
U02512,14,14,8,3,Very High Activity
U02513,1,1,1,1,Low Activity
U02514,2,2,2,2,Low Activity
U02515,11,11,8,3,Very High Activity
U02516,1,1,1,1,Low Activity
U02517,2,2,2,1,Low Activity
U02518,1,1,1,1,Low Activity
U02519,2,2,2,2,Low Activity
U02520,1,1,1,1,Low Activity
U02521,4,4,4,3,Moderate Activity
U02522,1,1,1,1,Low Activity
U02523,1,1,1,1,Low Activity
U02524,1,1,1,1,Low Activity
U02525,1,1,1,1,Low Activity
U02526,2,2,2,1,Low Activity
U02527,1,1,1,1,Low Activity
U02528,1,1,1,1,Low Activity
U02529,3,3,3,2,Moderate Activity
U02530,1,1,1,1,Low Activity
U02531,4,4,3,2,Moderate Activity
U02532,1,1,1,1,Low Activity
U02533,1,1,1,1,Low Activity
U02534,2,2,2,2,Low Activity
U02535,2,2,2,2,Low Activity
U02536,2,2,1,2,Low Activity
U02537,12,12,8,3,Very High Activity
U02538,1,1,1,1,Low Activity
U02539,2,2,1,2,Low Activity
U02540,15,15,11,3,Very High Activity
U02541,13,13,8,3,Very High Activity
U02542,13,13,7,3,Very High Activity
U02543,1,1,1,1,Low Activity
U02544,1,1,1,1,Low Activity
U02545,2,2,1,1,Low Activity
U02546,1,1,1,1,Low Activity
U02547,1,1,1,1,Low Activity
U02548,2,2,2,2,Low Activity
U02549,1,1,1,1,Low Activity
U02550,1,1,1,1,Low Activity
U02551,1,1,1,1,Low Activity
U02552,1,1,1,1,Low Activity
U02553,2,2,2,2,Low Activity
U02554,1,1,1,1,Low Activity
U02555,1,1,1,1,Low Activity
U02556,1,1,1,1,Low Activity
U02557,1,1,1,1,Low Activity
U02558,4,4,4,3,Moderate Activity
U02559,1,1,1,1,Low Activity
U02560,1,1,1,1,Low Activity
U02561,1,1,1,1,Low Activity
U02562,4,4,4,2,Moderate Activity
U02563,1,1,1,1,Low Activity
U02564,13,13,8,3,Very High Activity
U02565,1,1,1,1,Low Activity
U02566,14,14,10,3,Very High Activity
U02567,1,1,1,1,Low Activity
U02568,2,2,2,2,Low Activity
U02569,1,1,1,1,Low Activity
U02570,1,1,1,1,Low Activity
U02571,1,1,1,1,Low Activity
U02572,1,1,1,1,Low Activity
U02573,1,1,1,1,Low Activity
U02574,1,1,1,1,Low Activity
U02575,2,2,2,1,Low Activity
U02576,1,1,1,1,Low Activity
U02577,2,2,2,2,Low Activity
U02578,1,1,1,1,Low Activity
U02579,1,1,1,1,Low Activity
U02580,1,1,1,1,Low Activity
U02581,2,2,2,2,Low Activity
U02582,15,15,10,3,Very High Activity
U02583,14,14,10,3,Very High Activity
U02584,2,2,2,1,Low Activity
U02585,2,2,2,2,Low Activity
U02586,1,1,1,1,Low Activity
U02587,2,2,2,1,Low Activity
U02588,1,1,1,1,Low Activity
U02589,1,1,1,1,Low Activity
U02590,2,2,2,2,Low Activity
U02591,1,1,1,1,Low Activity
U02592,2,2,2,1,Low Activity
U02593,12,12,10,2,Very High Activity
U02594,1,1,1,1,Low Activity
U02595,1,1,1,1,Low Activity
U02596,1,1,1,1,Low Activity
U02597,2,2,2,1,Low Activity
U02598,1,1,1,1,Low Activity
U02599,2,2,2,2,Low Activity
U02600,3,3,3,1,Moderate Activity
U02601,4,4,4,2,Moderate Activity
U02602,13,13,9,3,Very High Activity
U02603,1,1,1,1,Low Activity
U02604,1,1,1,1,Low Activity
U02605,12,12,7,3,Very High Activity
U02606,1,1,1,1,Low Activity
U02607,1,1,1,1,Low Activity
U02608,1,1,1,1,Low Activity
U02609,2,2,2,2,Low Activity
U02610,1,1,1,1,Low Activity
U02611,1,1,1,1,Low Activity
U02612,14,14,10,3,Very High Activity
U02613,2,2,2,1,Low Activity
U02614,13,13,10,3,Very High Activity
U02615,2,2,2,2,Low Activity
U02616,13,13,8,3,Very High Activity
U02617,4,4,4,3,Moderate Activity
U02618,3,3,2,2,Moderate Activity
U02619,1,1,1,1,Low Activity
U02620,2,2,2,2,Low Activity
U02621,1,1,1,1,Low Activity
U02622,1,1,1,1,Low Activity
U02623,11,11,7,3,Very High Activity
U02624,3,3,3,2,Moderate Activity
U02625,2,2,2,2,Low Activity
U02626,3,3,3,2,Moderate Activity
U02627,1,1,1,1,Low Activity
U02628,1,1,1,1,Low Activity
U02629,1,1,1,1,Low Activity
U02630,12,12,9,3,Very High Activity
U02631,1,1,1,1,Low Activity
U02632,1,1,1,1,Low Activity
U02633,14,14,8,3,Very High Activity
U02634,1,1,1,1,Low Activity
U02635,1,1,1,1,Low Activity
U02636,1,1,1,1,Low Activity
U02637,2,2,2,2,Low Activity
U02638,1,1,1,1,Low Activity
U02639,1,1,1,1,Low Activity
U02640,3,3,3,3,Moderate Activity
U02641,1,1,1,1,Low Activity
U02642,1,1,1,1,Low Activity
U02643,15,15,10,3,Very High Activity
U02644,4,4,3,2,Moderate Activity
U02645,10,10,8,3,High Activity
U02646,2,2,2,2,Low Activity
U02647,1,1,1,1,Low Activity
U02648,1,1,1,1,Low Activity
U02649,1,1,1,1,Low Activity
U02650,2,2,2,1,Low Activity
U02651,16,16,9,3,Very High Activity
U02652,1,1,1,1,Low Activity
U02653,1,1,1,1,Low Activity
U02654,1,1,1,1,Low Activity
U02655,1,1,1,1,Low Activity
U02656,1,1,1,1,Low Activity
U02657,1,1,1,1,Low Activity
U02658,3,3,3,2,Moderate Activity
U02659,2,2,2,2,Low Activity
U02660,1,1,1,1,Low Activity
U02661,1,1,1,1,Low Activity
U02662,2,2,2,2,Low Activity
U02663,14,14,8,3,Very High Activity
U02664,1,1,1,1,Low Activity
U02665,1,1,1,1,Low Activity
U02666,1,1,1,1,Low Activity
U02667,1,1,1,1,Low Activity
U02668,3,3,3,2,Moderate Activity
U02669,2,2,2,1,Low Activity
U02670,1,1,1,1,Low Activity
U02671,1,1,1,1,Low Activity
U02672,14,14,9,3,Very High Activity
U02673,1,1,1,1,Low Activity
U02674,1,1,1,1,Low Activity
U02675,4,4,3,3,Moderate Activity
U02676,1,1,1,1,Low Activity
U02677,3,3,3,2,Moderate Activity
U02678,1,1,1,1,Low Activity
U02679,11,11,8,3,Very High Activity
U02680,1,1,1,1,Low Activity
U02681,1,1,1,1,Low Activity
U02682,1,1,1,1,Low Activity
U02683,15,15,10,3,Very High Activity
U02684,14,14,9,3,Very High Activity
U02685,1,1,1,1,Low Activity
U02686,4,4,3,2,Moderate Activity
U02687,1,1,1,1,Low Activity
U02688,1,1,1,1,Low Activity
U02689,1,1,1,1,Low Activity
U02690,4,4,2,2,Moderate Activity
U02691,1,1,1,1,Low Activity
U02692,3,3,2,2,Moderate Activity
U02693,1,1,1,1,Low Activity
U02694,2,2,2,1,Low Activity
U02695,1,1,1,1,Low Activity
U02696,2,2,2,2,Low Activity
U02697,4,4,4,2,Moderate Activity
U02698,12,12,8,3,Very High Activity
U02699,1,1,1,1,Low Activity
U02700,1,1,1,1,Low Activity
U02701,4,4,4,3,Moderate Activity
U02702,2,2,2,1,Low Activity
U02703,1,1,1,1,Low Activity
U02704,1,1,1,1,Low Activity
U02705,2,2,2,2,Low Activity
U02706,1,1,1,1,Low Activity
U02707,1,1,1,1,Low Activity
U02708,1,1,1,1,Low Activity
U02709,12,12,9,3,Very High Activity
U02710,1,1,1,1,Low Activity
U02711,2,2,2,2,Low Activity
U02712,2,2,1,1,Low Activity
U02713,1,1,1,1,Low Activity
U02714,1,1,1,1,Low Activity
U02715,2,2,2,2,Low Activity
U02716,2,2,2,1,Low Activity
U02717,1,1,1,1,Low Activity
U02718,1,1,1,1,Low Activity
U02719,1,1,1,1,Low Activity
U02720,1,1,1,1,Low Activity
U02721,1,1,1,1,Low Activity
U02722,1,1,1,1,Low Activity
U02723,1,1,1,1,Low Activity
U02724,1,1,1,1,Low Activity
U02725,1,1,1,1,Low Activity
U02726,4,4,3,3,Moderate Activity
U02727,2,2,2,1,Low Activity
U02728,1,1,1,1,Low Activity
U02729,1,1,1,1,Low Activity
U02730,1,1,1,1,Low Activity
U02731,1,1,1,1,Low Activity
U02732,1,1,1,1,Low Activity
U02733,14,14,9,3,Very High Activity
U02734,1,1,1,1,Low Activity
U02735,1,1,1,1,Low Activity
U02736,1,1,1,1,Low Activity
U02737,1,1,1,1,Low Activity
U02738,1,1,1,1,Low Activity
U02739,1,1,1,1,Low Activity
U02740,1,1,1,1,Low Activity
U02741,1,1,1,1,Low Activity
U02742,2,2,2,2,Low Activity
U02743,14,14,8,2,Very High Activity
U02744,1,1,1,1,Low Activity
U02745,1,1,1,1,Low Activity
U02746,3,3,2,2,Moderate Activity
U02747,3,3,3,2,Moderate Activity
U02748,2,2,2,2,Low Activity
U02749,2,2,2,2,Low Activity
U02750,2,2,2,1,Low Activity
U02751,1,1,1,1,Low Activity
U02752,1,1,1,1,Low Activity
U02753,1,1,1,1,Low Activity
U02754,13,13,9,3,Very High Activity
U02755,1,1,1,1,Low Activity
U02756,2,2,2,2,Low Activity
U02757,1,1,1,1,Low Activity
U02758,2,2,1,1,Low Activity
U02759,2,2,2,2,Low Activity
U02760,3,3,3,2,Moderate Activity
U02761,4,4,3,2,Moderate Activity
U02762,2,2,2,1,Low Activity
U02763,3,3,3,2,Moderate Activity
U02764,1,1,1,1,Low Activity
U02765,1,1,1,1,Low Activity
U02766,1,1,1,1,Low Activity
U02767,14,14,9,3,Very High Activity
U02768,2,2,2,2,Low Activity
U02769,3,3,1,2,Moderate Activity
U02770,14,14,8,3,Very High Activity
U02771,1,1,1,1,Low Activity
U02772,1,1,1,1,Low Activity
U02773,1,1,1,1,Low Activity
U02774,1,1,1,1,Low Activity
U02775,12,12,10,3,Very High Activity
U02776,2,2,2,2,Low Activity
U02777,1,1,1,1,Low Activity
U02778,3,3,3,2,Moderate Activity
U02779,3,3,3,2,Moderate Activity
U02780,2,2,2,2,Low Activity
U02781,3,3,3,2,Moderate Activity
U02782,1,1,1,1,Low Activity
U02783,1,1,1,1,Low Activity
U02784,2,2,2,2,Low Activity
U02785,1,1,1,1,Low Activity
U02786,12,12,9,3,Very High Activity
U02787,1,1,1,1,Low Activity
U02788,12,12,9,3,Very High Activity
U02789,4,4,4,2,Moderate Activity
U02790,1,1,1,1,Low Activity
U02791,13,13,10,3,Very High Activity
U02792,14,14,9,3,Very High Activity
U02793,14,14,10,3,Very High Activity
U02794,2,2,2,1,Low Activity
U02795,1,1,1,1,Low Activity
U02796,1,1,1,1,Low Activity
U02797,1,1,1,1,Low Activity
U02798,1,1,1,1,Low Activity
U02799,1,1,1,1,Low Activity
U02800,1,1,1,1,Low Activity
U02801,3,3,3,3,Moderate Activity
U02802,1,1,1,1,Low Activity
U02803,2,2,2,1,Low Activity
U02804,1,1,1,1,Low Activity
U02805,1,1,1,1,Low Activity
U02806,1,1,1,1,Low Activity
U02807,4,4,3,3,Moderate Activity
U02808,2,2,1,2,Low Activity
U02809,2,2,2,1,Low Activity
U02810,1,1,1,1,Low Activity
U02811,1,1,1,1,Low Activity
U02812,1,1,1,1,Low Activity
U02813,1,1,1,1,Low Activity
U02814,2,2,2,1,Low Activity
U02815,4,4,3,1,Moderate Activity
U02816,1,1,1,1,Low Activity
U02817,1,1,1,1,Low Activity
U02818,1,1,1,1,Low Activity
U02819,2,2,2,2,Low Activity
U02820,1,1,1,1,Low Activity
U02821,11,11,7,3,Very High Activity
U02822,1,1,1,1,Low Activity
U02823,2,2,2,1,Low Activity
U02824,1,1,1,1,Low Activity
U02825,13,13,8,3,Very High Activity
U02826,1,1,1,1,Low Activity
U02827,1,1,1,1,Low Activity
U02828,2,2,2,2,Low Activity
U02829,1,1,1,1,Low Activity
U02830,1,1,1,1,Low Activity
U02831,1,1,1,1,Low Activity
U02832,11,11,5,3,Very High Activity
U02833,2,2,2,2,Low Activity
U02834,1,1,1,1,Low Activity
U02835,1,1,1,1,Low Activity
U02836,1,1,1,1,Low Activity
U02837,2,2,2,2,Low Activity
U02838,2,2,2,2,Low Activity
U02839,4,4,4,3,Moderate Activity
U02840,1,1,1,1,Low Activity
U02841,1,1,1,1,Low Activity
U02842,2,2,2,2,Low Activity
U02843,14,14,9,3,Very High Activity
U02844,12,12,7,3,Very High Activity
U02845,1,1,1,1,Low Activity
U02846,1,1,1,1,Low Activity
U02847,1,1,1,1,Low Activity
U02848,1,1,1,1,Low Activity
U02849,1,1,1,1,Low Activity
U02850,13,13,10,3,Very High Activity
U02851,1,1,1,1,Low Activity
U02852,1,1,1,1,Low Activity
U02853,1,1,1,1,Low Activity
U02854,1,1,1,1,Low Activity
U02855,1,1,1,1,Low Activity
U02856,1,1,1,1,Low Activity
U02857,12,12,7,3,Very High Activity
U02858,4,4,4,2,Moderate Activity
U02859,2,2,2,2,Low Activity
U02860,1,1,1,1,Low Activity
U02861,1,1,1,1,Low Activity
U02862,2,2,2,2,Low Activity
U02863,1,1,1,1,Low Activity
U02864,1,1,1,1,Low Activity
U02865,1,1,1,1,Low Activity
U02866,2,2,2,1,Low Activity
U02867,2,2,2,2,Low Activity
U02868,2,2,2,1,Low Activity
U02869,1,1,1,1,Low Activity
U02870,1,1,1,1,Low Activity
U02871,1,1,1,1,Low Activity
U02872,2,2,2,2,Low Activity
U02873,3,3,3,3,Moderate Activity
U02874,11,11,7,3,Very High Activity
U02875,1,1,1,1,Low Activity
U02876,1,1,1,1,Low Activity
U02877,1,1,1,1,Low Activity
U02878,2,2,2,1,Low Activity
U02879,1,1,1,1,Low Activity
U02880,1,1,1,1,Low Activity
U02881,4,4,3,3,Moderate Activity
U02882,1,1,1,1,Low Activity
U02883,12,12,7,3,Very High Activity
U02884,3,3,3,2,Moderate Activity
U02885,3,3,3,2,Moderate Activity
U02886,3,3,3,3,Moderate Activity
U02887,4,4,4,3,Moderate Activity
U02888,1,1,1,1,Low Activity
U02889,1,1,1,1,Low Activity
U02890,2,2,2,1,Low Activity
U02891,3,3,2,2,Moderate Activity
U02892,1,1,1,1,Low Activity
U02893,1,1,1,1,Low Activity
U02894,1,1,1,1,Low Activity
U02895,2,2,2,1,Low Activity
U02896,1,1,1,1,Low Activity
U02897,1,1,1,1,Low Activity
U02898,4,4,3,2,Moderate Activity
U02899,13,13,8,3,Very High Activity
U02900,1,1,1,1,Low Activity
U02901,1,1,1,1,Low Activity
U02902,2,2,2,2,Low Activity
U02903,1,1,1,1,Low Activity
U02904,1,1,1,1,Low Activity
U02905,2,2,2,2,Low Activity
U02906,3,3,2,2,Moderate Activity
U02907,2,2,2,2,Low Activity
U02908,1,1,1,1,Low Activity
U02909,14,14,9,3,Very High Activity
U02910,1,1,1,1,Low Activity
U02911,1,1,1,1,Low Activity
U02912,2,2,2,1,Low Activity
U02913,1,1,1,1,Low Activity
U02914,2,2,2,2,Low Activity
U02915,14,14,9,3,Very High Activity
U02916,15,15,10,3,Very High Activity
U02917,1,1,1,1,Low Activity
U02918,2,2,2,1,Low Activity
U02919,1,1,1,1,Low Activity
U02920,1,1,1,1,Low Activity
U02921,1,1,1,1,Low Activity
U02922,1,1,1,1,Low Activity
U02923,3,3,2,2,Moderate Activity
U02924,1,1,1,1,Low Activity
U02925,4,4,4,2,Moderate Activity
U02926,1,1,1,1,Low Activity
U02927,15,15,10,3,Very High Activity
U02928,1,1,1,1,Low Activity
U02929,1,1,1,1,Low Activity
U02930,1,1,1,1,Low Activity
U02931,15,15,8,3,Very High Activity
U02932,1,1,1,1,Low Activity
U02933,1,1,1,1,Low Activity
U02934,1,1,1,1,Low Activity
U02935,2,2,2,2,Low Activity
U02936,2,2,2,2,Low Activity
U02937,13,13,8,3,Very High Activity
U02938,1,1,1,1,Low Activity
U02939,1,1,1,1,Low Activity
U02940,3,3,3,2,Moderate Activity
U02941,12,12,8,3,Very High Activity
U02942,3,3,3,3,Moderate Activity
U02943,1,1,1,1,Low Activity
U02944,1,1,1,1,Low Activity
U02945,12,12,8,3,Very High Activity
U02946,1,1,1,1,Low Activity
U02947,11,11,9,3,Very High Activity
U02948,1,1,1,1,Low Activity
U02949,2,2,2,2,Low Activity
U02950,4,4,3,3,Moderate Activity
U02951,1,1,1,1,Low Activity
U02952,2,2,2,1,Low Activity
U02953,1,1,1,1,Low Activity
U02954,2,2,2,1,Low Activity
U02955,1,1,1,1,Low Activity
U02956,2,2,2,1,Low Activity
U02957,1,1,1,1,Low Activity
U02958,12,12,7,3,Very High Activity
U02959,2,2,2,1,Low Activity
U02960,1,1,1,1,Low Activity
U02961,1,1,1,1,Low Activity
U02962,1,1,1,1,Low Activity
U02963,1,1,1,1,Low Activity
U02964,1,1,1,1,Low Activity
U02965,1,1,1,1,Low Activity
U02966,4,4,4,2,Moderate Activity
U02967,1,1,1,1,Low Activity
U02968,2,2,2,2,Low Activity
U02969,13,13,10,3,Very High Activity
U02970,2,2,2,2,Low Activity
U02971,13,13,9,3,Very High Activity
U02972,2,2,1,2,Low Activity
U02973,1,1,1,1,Low Activity
U02974,14,14,9,3,Very High Activity
U02975,1,1,1,1,Low Activity
U02976,16,16,9,3,Very High Activity
U02977,1,1,1,1,Low Activity
U02978,4,4,4,2,Moderate Activity
U02979,1,1,1,1,Low Activity
U02980,12,12,8,3,Very High Activity
U02981,14,14,9,3,Very High Activity
U02982,1,1,1,1,Low Activity
U02983,1,1,1,1,Low Activity
U02984,14,14,9,3,Very High Activity
U02985,1,1,1,1,Low Activity
U02986,2,2,2,2,Low Activity
U02987,1,1,1,1,Low Activity
U02988,1,1,1,1,Low Activity
U02989,11,11,8,3,Very High Activity
U02990,2,2,2,2,Low Activity
U02991,1,1,1,1,Low Activity
U02992,12,12,8,3,Very High Activity
U02993,1,1,1,1,Low Activity
U02994,14,14,9,3,Very High Activity
U02995,1,1,1,1,Low Activity
U02996,1,1,1,1,Low Activity
U02997,1,1,1,1,Low Activity
U02998,1,1,1,1,Low Activity
U02999,1,1,1,1,Low Activity
U03000,1,1,1,1,Low Activity
